title,long_title,bullet1,bullet2,bullet3,bullet4,bullet5,visible,color,asin,categories_list,model_number,photo_url,units,price,cost_cents,length,width,height,weight,long_description,upc
Over-the-Door Folding Hanger Holder,Honey-Can-Do HNG-01519 Over-the-Door Folding Hanger Holder,Hanger holder is 17-inches long,Soft lining protects door surface,Folds flat to 2-1/4-inch depth when not in use,Sturdy metal construction with a polished chrome finish,Hanger arm swings up and locks into place to offer ten storage slots,TRUE,,B005W9V5VM,Hangers,HNG-01519,https://s3.amazonaws.com/store_engine/small/HNG-01519_450px.jpg,,1598,636,16.5,2.875,3.5,1.14,Honey-Can-Do HNG-01519 Over-the-Door Folding Hanger Holder. Hanger holder is 17-inches long. Soft lining protects door surface. Folds flat to 2-1/4-inch depth when not in use. Sturdy metal construction with a polished chrome finish. Hanger arm swings up and locks into place to offer ten storage slots,811434015191
"Recycled Plastic Hangers, Blue","Honey-Can-Do HNG-01521 Recycled Plastic Hangers, Blue, 15-Pack",Pack of 15 lightweight blue hangers made from recycled plastic,"Tubular design is strong yet light, weighing only 34 grams each",Straight silhouette maximizes closet space; includes built-in hooks,"Integrated accessory hook hangs belts or scarves nicely, provides space-saving for hanging multiple garments together",Large rod hook is designed to fit over any closet bar,TRUE,Blue,B0086S76O6,Hangers,HNG-01521,https://s3.amazonaws.com/store_engine/small/HNG-01521_450px.jpg,15,1798,706,3.75,15.5,7.5,1.02,"Honey-Can-Do HNG-01521 Recycled Plastic Hangers, Blue, 15-Pack. Pack of 15 lightweight blue hangers made from recycled plastic. Tubular design is strong yet light, weighing only 34 grams each. Straight silhouette maximizes closet space; includes built-in hooks. Integrated accessory hook hangs belts or scarves nicely, provides space-saving for hanging multiple garments together. Large rod hook is designed to fit over any closet bar",811434015214
"Recycled Plastic Hangers, Red","Honey-Can-Do HNG-01522 Recycled Plastic Hangers, Red, 15-Pack",Pack of 15 lightweight red hangers made from recycled plastic,"Tubular design is strong yet light, resists bending and breakage",Straight silhouette maximizes closet space; includes built-in hooks,"Integrated accessory hook hangs belts or scarves nicely, provides space-saving for hanging multiple garments together",Large rod hook is designed to fit over any closet bar,TRUE,Red,B009GF5WJE,Hangers,HNG-01522,https://s3.amazonaws.com/store_engine/small/HNG-01522_450px.jpg,15,1998,792,11.81,0.15,5.31,1.02,"Honey-Can-Do HNG-01522 Recycled Plastic Hangers, Red, 15-Pack. Pack of 15 lightweight red hangers made from recycled plastic. Tubular design is strong yet light, resists bending and breakage. Straight silhouette maximizes closet space; includes built-in hooks. Integrated accessory hook hangs belts or scarves nicely, provides space-saving for hanging multiple garments together. Large rod hook is designed to fit over any closet bar",811434015221
"Wood Suit Hanger with Dress Notches, Black","Honey-Can-Do HNG-01525 Wood Suit Hanger with Dress Notches, 4-Pack, Black","Pack of 4 high-quality wood hangers for blouses, shirts, dresses, and suits",Made from steel and solid hardwood with a smooth black finish,Grooved hooks for dresses and garments with straps; contoured design and horizontal bar for suits,"Large, sturdy hanging hook with polished chrome finish and 360-degree swivel design",Non-slip trouser bar holds coordinating suit pants,TRUE,Black,B0085T88AW,Hangers,HNG-01525,https://s3.amazonaws.com/store_engine/small/HNG-01525_450px.jpg,4,1798,646,2,17.5,9.25,1.99,"Honey-Can-Do HNG-01525 Wood Suit Hanger with Dress Notches, 4-Pack, Black. Pack of 4 high-quality wood hangers for blouses, shirts, dresses, and suits. Made from steel and solid hardwood with a smooth black finish. Grooved hooks for dresses and garments with straps; contoured design and horizontal bar for suits. Large, sturdy hanging hook with polished chrome finish and 360-degree swivel design. Non-slip trouser bar holds coordinating suit pants",811434015252
"Wood Shirt Hanger with Dress Notches, Black","Honey-Can-Do HNG-01526 Wood Shirt Hanger with Dress Notches, 5-Pack, Black","Pack of 5 wood hangers for blouses, shirts, dresses, and coats",Made from durable hardwood with a black finish,Grooved hooks for dresses and garments with straps; smooth contoured design keeps garment wrinkle-free,Sturdy hanging hook with polished chrome finish and 360-degree swivel design,Features notches on frame to keep garments with straps hanging perfectly,TRUE,Black,B0085T88DO,Hangers,HNG-01526,https://s3.amazonaws.com/store_engine/small/HNG-01526_450px.jpg,5,1998,734,2.5,17.5,9.5,2.01,"Honey-Can-Do HNG-01526 Wood Shirt Hanger with Dress Notches, 5-Pack, Black. Pack of 5 wood hangers for blouses, shirts, dresses, and coats. Made from durable hardwood with a black finish. Grooved hooks for dresses and garments with straps; smooth contoured design keeps garment wrinkle-free. Sturdy hanging hook with polished chrome finish and 360-degree swivel design. Features notches on frame to keep garments with straps hanging perfectly",811434015269
"Basic Clamp Skirt/Pant Hanger, Black","Honey-Can-Do HNG-01527 Basic Clamp Skirt/Pant Hanger, 4-Pack, Black",360 degree swivel rod hook fit on most standard closet rods,Grooved clamp surface on the inside to keep your garments secure and wrinkle free,The pant hanger comes in a beautiful ebony finish,Durable clamp mechanism will provide years of maintenance free use,Strong enough to hold heavier fabrics and works well with lighter fabrics,TRUE,Black,B0085T88FC,Hangers,HNG-01527,https://s3.amazonaws.com/store_engine/small/HNG-01527_450px.jpg,4,2598,972,3.25,9.75,6.5,1.07,"Honey-Can-Do HNG-01527 Basic Clamp Skirt/Pant Hanger, 4-Pack, Black. 360 degree swivel rod hook fit on most standard closet rods. Grooved clamp surface on the inside to keep your garments secure and wrinkle free. The pant hanger comes in a beautiful ebony finish. Durable clamp mechanism will provide years of maintenance free use. Strong enough to hold heavier fabrics and works well with lighter fabrics",811434015276
"Canvas Padded Hangers, White","Honey-Can-Do HNG-01528 Canvas Padded Hangers, 3-Pack, White",Thick padded hangers are soft and stylish while still being functional,"Large and strong enough to hold heavy fabrics, they also work well with lighter fabrics","Beautiful satin bow accent adds a touch of luxury and class, while subtle rushing keeps garments with thin straps hanging in place","A gorgeous upgrade to any closet, perfect for delicate garments","Canvas hangers are slightly contoured to keep delicate dresses, lingerie, and shirts perfectly wrinkle-free",TRUE,White,B0085T88EI,Hangers,HNG-01528,https://s3.amazonaws.com/store_engine/small/HNG-01528_450px.jpg,3,1798,670,1,15,8,2.57,"Honey-Can-Do HNG-01528 Canvas Padded Hangers, 3-Pack, White. Thick padded hangers are soft and stylish while still being functional. Large and strong enough to hold heavy fabrics, they also work well with lighter fabrics. Beautiful satin bow accent adds a touch of luxury and class, while subtle rushing keeps garments with thin straps hanging in place. A gorgeous upgrade to any closet, perfect for delicate garments. Canvas hangers are slightly contoured to keep delicate dresses, lingerie, and shirts perfectly wrinkle-free",811434015283
"Wood Suit Hanger, Bamboo","Honey-Can-Do HNG-01530 Wood Suit Hanger, 4-Pack, Bamboo",Bamboo is sustainable material - 4 bamboo hangers,Features a 360 degree swivel rod hook,Non-slip pant bar holds fabrics perfectly in place,"Hang items easily on any closet rod, towel bar, or standard size door","Wooden clothes hanger has a contoured design perfect for keeping shirts, dresses, and jackets wrinkle-free",TRUE,Bamboo,B0045RJDVG,Hangers,HNG-01530,https://s3.amazonaws.com/store_engine/small/HNG-01530_450px.jpg,4,2398,954,17.5,2,9.5,1.4,"Honey-Can-Do HNG-01530 Wood Suit Hanger, 4-Pack, Bamboo. Bamboo is sustainable material - 4 bamboo hangers. Features a 360 degree swivel rod hook. Non-slip pant bar holds fabrics perfectly in place. Hang items easily on any closet rod, towel bar, or standard size door. Wooden clothes hanger has a contoured design perfect for keeping shirts, dresses, and jackets wrinkle-free",811434015306
"Wood Shirt Hanger with Dress Notches, Bamboo","Honey-Can-Do HNG-01531 Wood Shirt Hanger with Dress Notches, 5-Pack, Bamboo","Wood hangers for blouses, shirts, dresses, and coats","Made from durable and attractive bamboo, a sustainable alternative to timber",Grooved hooks for dresses and garments with straps; smooth contoured design keeps garment wrinkle-free,Sturdy hanging hook with polished chrome finish and 360-degree swivel design,"Wood Shirt Hanger is wide enough for most clothing, dimensions of 17.5-inches W x 9.5-inches H",TRUE,Bamboo,B0037GRJ1C,Hangers,HNG-01531,https://s3.amazonaws.com/store_engine/small/HNG-01531_450px.jpg,5,2598,1006,2.5,17.5,9.5,2.71,"Honey-Can-Do HNG-01531 Wood Shirt Hanger with Dress Notches, 5-Pack, Bamboo. Wood hangers for blouses, shirts, dresses, and coats. Made from durable and attractive bamboo, a sustainable alternative to timber. Grooved hooks for dresses and garments with straps; smooth contoured design keeps garment wrinkle-free. Sturdy hanging hook with polished chrome finish and 360-degree swivel design. Wood Shirt Hanger is wide enough for most clothing, dimensions of 17.5-inches W x 9.5-inches H",811434015313
"Wood Shirt Hanger, Cedar","Honey-Can-Do HNG-01534 Wood Shirt Hanger, 5-Pack, Cedar","Pack of 5 wood hangers for blouses, shirts, dresses, and coats","Made from durable cedar with a smooth, natural finish",Nonslip grooved bar; angled design to maintain line of clothing,Sturdy hanging hook with polished chrome finish and swivel design,Available in bamboo and black hardwood; limited lifetime warranty,TRUE,Cedar,B0041RRPKQ,Hangers,HNG-01534,https://s3.amazonaws.com/store_engine/small/HNG-01534_450px.jpg,5,3598,1372,2.5,17.5,9.5,2,"Honey-Can-Do HNG-01534 Wood Shirt Hanger, 5-Pack, Cedar. Pack of 5 wood hangers for blouses, shirts, dresses, and coats. Made from durable cedar with a smooth, natural finish. Nonslip grooved bar; angled design to maintain line of clothing. Sturdy hanging hook with polished chrome finish and swivel design. Available in bamboo and black hardwood; limited lifetime warranty",811434015344
"Basic Clamp Skirt/Pant Hanger, Cedar","Honey-Can-Do HNG-01536 Basic Clamp Skirt/Pant Hanger, 4-Pack, Cedar",Sturdy pant hanger features clips to securely hold skirts or pants,360 degree swivel rod hook fit on most standard closet rods,Soft touch grooved grips on the inside to keep your garments secure and wrinkle free,The pant/skirt hanger comes in a beautiful wood cedar finish,Durable clamp mechanism will provide years of maintenance free use,TRUE,Cedar,B0085T88F2,Hangers,HNG-01536,https://s3.amazonaws.com/store_engine/small/HNG-01536_450px.jpg,4,3198,1240,3.25,9,6.5,2.48,"Honey-Can-Do HNG-01536 Basic Clamp Skirt/Pant Hanger, 4-Pack, Cedar. Sturdy pant hanger features clips to securely hold skirts or pants. 360 degree swivel rod hook fit on most standard closet rods. Soft touch grooved grips on the inside to keep your garments secure and wrinkle free. The pant/skirt hanger comes in a beautiful wood cedar finish. Durable clamp mechanism will provide years of maintenance free use",811434015368
Shirt Mate For Wider Hangers,"Honey-Can-Do HNG-01647 Shirt Mate For Wider Hangers, 8-Pack","Transforms 4 plain hangers, into hangers customized for your personal wardrobe","Rounded design , eliminates creases and shoulder dimples","Large surface area, garments keep their shape","Softly textured ribs, safely holds delicate garments",Durable construction,TRUE,,B005W9V5W6,Hangers,HNG-01647,https://s3.amazonaws.com/store_engine/small/HNG-01647_450px.jpg,8,1598,570,1.65,4.5,9,2.62,"Honey-Can-Do HNG-01647 Shirt Mate For Wider Hangers, 8-Pack. Transforms 4 plain hangers, into hangers customized for your personal wardrobe. Rounded design , eliminates creases and shoulder dimples. Large surface area, garments keep their shape. Softly textured ribs, safely holds delicate garments. Durable construction",811434016471
"Shirt Mate For Wider Hangers, White/Blue","Honey-Can-Do HNG-01648 Shirt Mate For Wider Hangers, 4-Pack, White/Blue","Transforms 4 plain hangers, into hangers customized for slacks and pants","Rounded design , eliminates creases and shoulder dimples","Large surface area, garments keep their shape","Softly textured ribs, safely holds delicate garments",Durable construction,TRUE,White/Blue,B005W9V5WQ,Hangers,HNG-01648,https://s3.amazonaws.com/store_engine/small/HNG-01648_450px.jpg,4,1598,570,1,4.5,15.5,2.61,"Honey-Can-Do HNG-01648 Shirt Mate For Wider Hangers, 4-Pack, White/Blue. Transforms 4 plain hangers, into hangers customized for slacks and pants. Rounded design , eliminates creases and shoulder dimples. Large surface area, garments keep their shape. Softly textured ribs, safely holds delicate garments. Durable construction",811434016488
Hanger Mate Combo Pack,"Honey-Can-Do HNG-01649 Hanger Mate Combo Pack, 6-Pack","Transform plain hangers, into hangers customized for your personal wardrobe","Rounded design, eliminates creases in pants and shoulder dimples in shirts","Large surface area, garments keep their shape","Softly textured ribs, safely holds delicate garments",Multi-pack,TRUE,,B005W9V5VW,Hangers,HNG-01649,https://s3.amazonaws.com/store_engine/small/HNG-01649_450px.jpg,6,1598,570,1,4.5,15.5,2.59,"Honey-Can-Do HNG-01649 Hanger Mate Combo Pack, 6-Pack. Transform plain hangers, into hangers customized for your personal wardrobe. Rounded design, eliminates creases in pants and shoulder dimples in shirts. Large surface area, garments keep their shape. Softly textured ribs, safely holds delicate garments. Multi-pack",811434016495
Bulk Pant Mate,Honey-Can-Do HNG-01650 Bulk Pant Mate,"Transform plain hangers, into hangers customized for your personal wardrobe","Rounded design, eliminates creases in pants and shoulder dimples in shirts","Large surface area, garments keep their shape","Softly textured ribs, safely holds delicate garments",Bulk pack,TRUE,,B005W9V69S,Hangers,HNG-01650,https://s3.amazonaws.com/store_engine/small/HNG-01650_450px.jpg,,998,148,15,1,1,2.58,"Honey-Can-Do HNG-01650 Bulk Pant Mate. Transform plain hangers, into hangers customized for your personal wardrobe. Rounded design, eliminates creases in pants and shoulder dimples in shirts. Large surface area, garments keep their shape. Softly textured ribs, safely holds delicate garments. Bulk pack",811434016501
